Genes	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-A4_1_8446.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-B4_1_8447.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-C4_1_8449.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-D4_1_8455.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-A1_1_8441.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-B1_1_8442.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-C1_1_8452.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-D1_1_8456.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-A7_1_8453.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-B7_1_8454.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-C7_1_8448.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-D7_1_8451.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-A10_1_8443.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-B10_1_8444.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-C10_1_8445.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-D10_1_8450.d
NLE1	8123.15	8215.64	8520.24	8213.08	10019	9269.89	9969	9780.04	7652.67	8232.39	6883.1	11787	7839.88	9227.38	7105.94	9407.62
NLN	18480.6	18896.4	17385.4	19667.1	30600.9	28435	26855.7	27496.8	29269.5	27400.5	26290.2	30878.3	19681.7	20181.7	19178.5	17949.9
NLRC4									10597.7	10362.2	10625	12234.5	18083.5	18066.3	19461	16359.1
NLRP1											685.64		503.519	624.95		1144.37
NLRP10	8097.47	8332.04	7079.4	7198.65			9569.89		5815.36	4390.07	6079.21		8849.94			4434.25
NLRX1	5191.88	5462.84	6835.54	3844.35	6567.61	8795	7255.77	8239.97	11203.5	9129.53	11331.4	11780.6	16694.2	9349.13	11937.8	11482.9
NMD3	19187.7	14156	11300.1	9129.55	16800.8	11047.1	10830.6	8864.35	10514.2	7341.84	11053.7	9491.17	13757	9634.79	11011.4	11537
NME1	106485	131479	105325	126295	70180.1	99074.1	53098.4	58898.3	117139	127076	93990.7	95844.8	142286	191976	179012	146090
NME2	6519.81	7381.14	3761.05	4411.2	5549.04	3789.48	3599.48			3148.24	3235.31	3347.6		5333.49	3585.47	1611.62
NME3	15965.9	15734.9	16150.3	16258.8	16200	19271	18743.9	18332.3	10994.9	10590	11398.1	13571	14927.4	11707	12781.8	12563.9
NME4	19470.3	19866.3	18788.5	18134.2					7142.98	10218.3	7954.73	10167.4	4849.76	3249.97	4741.83	3111.77
NME6		4483.93		3952.15	9742.09	6934.34	7559.24	6421.72	9165.97	8033.68	9353.56	9373.77	10149	9018.14	7961.3	9849.05
NME7	14772.1	14265.9	12267.4	11867.6	19882.8	17594.7	19604.5	18032.1	9379.98	5591.99	6876.9	8645.12	11720.3	8212.96	7804.25	10938.1
NMES1		8514.72							11158.1	23095.7	26681.3	21223.4	68603.3	127574	145532	81740.6
NMI	15952.7	17591.3	14496	18766.5	20504.7	20391.9	18870.5	19487.4	30264.7	32154.3	25172.3	31648.9	25733.2	25662.6	25698.1	25065.9
NMNAT1	18984.1	16655.9	12872.2	11641.4	18433.6	10918.4	11896.6	10673.5	22888.1	20434.5	23825.9	20633.8	19458.7	19109.8	21618.2	23549
NMRAL1	5861	6718.04	4737.9	4621.27	11483.7	4568.46	13740	8410	5404.31	4645.62	6432.86	7273.62	9335.29	5692.89	6778.28	7489.94
NMRK1	3651.76	2990.23	3286.43	3577.36	2841.34	2711.53	3552.59	3416.31	5518.16	5264.48	4542.88	5865.79	3156.34	2447.99	2642.03	2551.18
NMT1	54513.3	61330.3	53348.6	56154.4	68754.9	63023.8	65607.3	71778.1	67750.9	71065.5	67729.3	59825.7	63414.3	86080.9	80239.8	67622.2
NMT2	7783.04	8992.6	10148.2	8392.3	12218.4	16814	11111.4	15121.8	2213.81	1893.24	1681.87	2405.67	4619.76	2495.05	2529.17	2992.31
NNMT	154186	203545	203572	154568	158011	162691	162841	126018			102000					
NNT	42733	47930.7	43870.2	46464.8	91561.5	104458	90811.7	97934.3	71860.4	68825.1	56499.1	70657.8	73179.6	63119.8	67515	64414.1
NOA1	2170.5	3082.14	2894.1	2817.88	6873.69	6857.89	8244.13	8361.18	4890.67	4062.09	5250.76	4949.15	5910.58	4028.82	4676.99	5709.31
NOB1	5558.95	5752.37	5050.13	6184.56	10145.3	7986.41	9833.85	6412.58	6308.03	5565.89	5986.17	7174.88	6250.77	6974.21	6751.76	8033.74
NOC2L	12434.2	11334.8	11886.8	12457.1	11067.6	12171.9	10046	10623.1	10126.1	9058.04	10195.6	10213.3	12083.7	13617.1	13078.4	13225.5
NOC3L	9062.09	8345.21	9555.93	7630.92	8996.26	9268.72	8771.04	8809.12	9031.36	7091.33	6902.04	6621.45	9914.52	10357.6	8951.43	10131.5
NOC4L	5697.85	5061.5	6467.97	5407.51	5500.65	7710.64	6093.08	6383.39	6421.78	6263.15	5799.84	6164.48	6522.16	7737.29	7267.59	7463.35
NOL10	20557.2	22583.4	22986.5	20106	24454.8	17634.1	26476.6	24044.9	15182.5	17795.7	19409.3	21358.8	22437.9	25045.9	19747.5	24916.7
NOL11	11262	10486.9	12719.1	12013.3	11006.3	11737.7	12148	11270.4	10391.8	9214.39	8910.13	11042.8	11203	11984	11186.6	11669.4
NOL3	6644.95	7484.48	6405.87	8020.8	8925.88	9935.73	9739.91	11380.4	3069.17	2788.65	2944.35	3182.26	1632.34	934.314	1338.31	2305.05
NOL6	9934.84	10156.8	11677.2	8678.94	9404.33	6694.23	10080.2	6256.89	8341.61	9623.68	10132	11427.9	12413.8	9587.41	10296.8	13669
NOL7	17693.8	16446.4	14185.9	16091.7	21488.9	21151.2	22425	23948	14052.2	12383.4	11929.5	14410.4	15968.1	14067.9	13233	15048.4
NOL8	4430.49	4285.71	3791.55	4791.37	4733.04	4711.97	5091	6323.93	4928.84	3297.71	3994.64	4741.76	6183.25	5361.66	4870.25	5974.03
NOL9	6521.47	5546.78	5059.02	4820.59	5279.54	4779	4912.79	4913.44	5384.34	3448.89	3315.85	5084.84	4804.09	3993.36	4080.19	4559.5
NOLC1	18826.5	17412.3	18937	19442.2	43069.9	51300.6	49160.5	49563.2	17524.2	19858.9	18313.9	15682.5	21816.2	25147.9	24279	19128.8
NOM1	3350.02	2522.57	2689.62	2122.32	2869.96	2921.38	3458.46	2063.47	2372.02	2786.55	2694.45	3377.48	3643.59	2962.68	2697.68	3366.04
NOMO1	14056.9	10884.7	7653.44	9111.07	3067.84	2872.81	3820.14	4533.47	4393.4	2925.65	3865.41	4309.83	5129.82	5027.63	3493.14	5362.27
NONO	187641	223451	266858	258749	182147	233337	256902	251650	164435	228232	167831	194514	168466	218166	190290	170034
NOP14	8862.39	8134.51	5548.44	6675.52	10958.2	9097.09	8996.87	8822.9	9117.99	5751.44	7005.29	8583.52	10915.5	7567.27	7765.74	8349.29
NOP16	4356.87	5275.34	6319.11	4542.09	2887.1	3108.52	3095.57		8207.34	8568.4	6969.13	7469.77	10012.1	14264.2	13027.2	12281.2
NOP2	57487.8	52576.8	51775.3	49776.7	77817.3	81439.1	86438	86754.7	51246.5	49421.5	44188.4	53000.4	70009.1	75781	68338.5	71744.8
NOP53	7839.52	7092.2	6924.91	5963.11	5711.35	6589.11	5347.22	5802.27	6494.83	4173.05	5358.4	5686.99	7081.49	5697.64	5779.81	6976.59
NOP56	48543.6	57876	65687.8	54683.5	31764.4	42441.5	29287.2	33119	55602.5	64096.2	48813.8	52503.1	75531.5	95960.1	81766.7	72412.7
NOP58	50601.7	51256	55115.1	55798.4	46057.6	45074.4	51186.7	52409.4	50922.5	54456.7	53188.5	51854.3	75650.4	93803.8	81214	75466.9
NOP9	8749.89	7220.92	8576.6	7517.25	7206.4	7959.4	6111.41	6483.19	10165.6	11192.1	10625.5	10053.7	11199.9	10340.8	10081.3	10068.1
NOSIP	3983.27	3007.31	3836.75	3369.71	3561.45	4325.35	4505.41	6818.8	4183.78	4025.17	3640.95	2693.06	5054.83	4523.82	3920.14	3801.66
NOTCH1	3674.82	3165.43							2671.84		2402.75		2647.06	1471.27	2296.32	3248.74
NOTCH2	12887.4	12777.2	14587.3	14827.7	9571.77	10999.6	7798.19	13617.7	9186.85	6148.49	7432.83	8633.37	5464.97	3057.29	3535.02	6401.88
NOTCH3	9188.7	8776.08	8054.02	6839.89												4893.35
NOVA1	3259.04	2450.53	4694.7	3284.85		1612.14	2464.1	2974.82								
NOVA2	4328.94	2825.32	3284.29	2614.69	2827.85	3520.39	4046.21	2299.52								
NPC1	21132.5	16902.4	17415.1	19131.7	21018	21445	18378.7	20397	65246.2	58566.1	54001.8	56489.3	25517	36029.6	28704.6	30790.4
NPC1L1	14027.7	9547.14		7186	20868.4	17654.4	14367.7	13472	55719.1	22533	21777.4	44817.4	30314.7	15624.5	18204.1	23560.9
NPC2			5202.33	2307.06					18228.5	33803.7	24895.4	21318	14673.9	24843.8	13626.3	15229.3
NPEPL1	4707.68		1587.75	1729.71	7013.11	8150.14	7196.02	7408.22	6722.17	7706.32	9238.74	7364.52	5531.62	4762.64	5242.37	4603.12
NPEPPS	94843.6	103641	94271.1	107873	112494	122668	105848	100654	138508	124779	124905	123273	141418	123741	120719	131224
NPHP3	2817.38	2982.44	3420.84	3250.28												1166.85
NPL			9389.84	3769.12					79168.6	70779.3	85602.1	82145.3	28212	22443.2	28424.5	25758.1
NPLOC4	15895	15030.5	13772.4	15434.5	25232.6	27775.8	26948.7	26369.5	19067.4	15348.2	16997.9	16487.8	18229.1	19451.9	18065.8	16902.3
NPM1	184824	252045	341348	408753	170242	397864	395703	472859	157399	262372	141973	151164	140711	316157	229241	100383
NPM3	3297.07	2191	3935.85	4580.27		1797.65			3164.73	3849.63	4018.66	1164.25	3048.62	13089.8	6130	2929.28
NPR2	3998.63	3638.66	3640.33	3279.77	2250.6	1862.4	2221.2	2126.2								
NPR3	70746.6	80140	80090.7	79318.8												
NPRL3	2135.98	1573.85	1343.89	1632.1	2641.92	1913.32	1834.44	2201.04	4328.01	2767.16	2737.84	3254.9	3873.19	2815.71	2391.68	2973.12
NPTN	45920.6	33406	18127.3	29361.3	19260.5	19067.7	20672.5	23140.1	17523.8	15880.2	13802.4	17761.1	22050.6	14262	17047	12562.8
NPW			1343.21													
NQO1	29027.8	43334.7	41303.3	34148.7	95280.4	164979	117781	117247	16117.6	11642	13911.5	11280.9	1893.95	1046.54		7338.79
NQO2	21019	18933	15378.3	20060.6	28958.2	33336.4	38544.4	32916.2	31158.3	21117.2	20958	32676.9	23862.4	20788.6	16850.9	22946.7
NR2C2	4428.23	4128	5522.07	3879.17	6923.7	6437.21	5875.34	8080.2	4581.13	3885.53	4418.49	5937.52	5274.17	4603.7	3609.05	4560.96
NR2C2AP	3167.09	3034.66	3473.4	2596.65	4397.29	4297.83	4223.38	4087.33	4276.34	5485.17	3893.63	4259.93	4676.58	2039.06	2736.46	2936.44
NR2F2	911.23	799.079	929.586													
NR3C1	9453.28	10941.6	9347.58	12007.9	13319.8	14388.9	13519.1	15426.6	13222.2	11502.5	11515	14724.1	16595.2	14061.8	14244.2	15137.9
NRAS	9734.06	11761.5	12418.4	10379		4937.87	4833.95		30056.6	22969.5	28101.9	19832	14622.2	18025.8	12833.6	15956.9
NRBF2	18038.6	19002.4	19026.3	21015.4	11436.7	11128.7	11915.6	12287.2	20022	22919	21017.5	19655.2	19116.1	20587.8	20692.9	22164
NRBP1	14164.3	18099.6	21789.4	19757.4	4877.21	8769.35	5288.86	5003.02	15097.4	17610	18095.1	15191.3	9996.04	10993.7	10323.8	10898.4
NRBP2	6058.4	6687.14	7794.77	6846.71	5452.17	5089.54	6206.66	7765.83	4891.66	2791.43	7763.23				2736.23	
NRCAM	7919.57				8824.45	8667.74	8451.95	7845.38								
NRDC	16442.2	17322.8	16050	19046.4	10634.7	12046.9	10711.6	11691	15463.3	16618.7	15380.3	15762.4	12699.2	14556.6	15234.5	14997.2
NRDE2	2064.91	1660.73	2558.43	1607.62		1560.51	2991.97		3136.41	2302.66	2681.03	2426.6	2567.63	2541.79	1833.91	3281.36
NRGN	5652.79							7610.45	21116.1	25937.9	15176.8	17017.4	16677.3	17314	19930.2	19514
NRM	16871.8	14572.3	9057.55	10963.8	10075.3	7446.25	8951.55	4357.99	6490.01	5236.3	6669.52	8172.59	7510.27	4650.89	7947.01	6181.08
NRP1	2806.73	3738.43	3574.67	4201.72	5605.62	4390.9	5606.73	7258.38	16795.2	17564.1	17968.7	14247.7	5590.87	6015.03	6022.63	5704.03
NRP2	6066.17	4484.56	4437.5	5867.45	31779.2	30467.7	32455.9	32827.9	8111.96	7803.09	8314.68	8037.12	6065.44	4447.92	4618.9	5553.22
NRROS									2626.06	4277.96	2142.98	3801.75		1653.97	950.76	1328.59
NSA2	2196.65	4648.15	2103.22	1777.81	3579.57	3822.81	3666.81	3725.98	3423.54	1933.73	2563.14	3060.12	4114.41	3566.31	4904.45	4207.63
NSD2	42976.9	30743.4	47147	23741	68186.1	78772.3	75491.2	63426.3	52182.8	26892.4	52402.6	51665	33052.3	16916		26337.9
NSD3	2810.19	2213.66	2314.39	2064.48	4085.82	2574.08	4036.41	3902.35	2377.91	1928.44	893.144		2746	1648.19	2264.27	
NSDHL	54611	56907.6	64489.7	58202	114050	153726	79898.4	72986.8	59359.6	65753.1	56671.2	54297.4	33991.3	31830.7	28041.4	30571.7
NSF	110742	112979	111414	115499	44076.7	45346.7	48769.6	47677.1	111091	115778	105813	106132	110746	100996	101090	102817
NSFL1C	68844	68956.5	58545.5	58010.9	55217.1	55249.4	54396	48438.3	66753.5	59217.1	56688.4	63870.1	51879.6	43535.9	45600.2	49261.4
NSL1	5588.81	3443.56	3849.17	4849.83	8190.85	7996.24	6692.73	7268.11	6836	7910.78	4205.75	5920.7	3738.31	4074.55	3535.05	3699.7
NSMAF	13170.8	12052.1	8631.51	8357.4	13538.8	13842.7	11398	12012.6	14287.2	12577.3	12285.5	14654.4	13915.7	11530	12919.2	14295.4
NSMCE2	3025.37	3963.79	7168.45	4775.95	3992.96	5152.46	5462.78	5172.64	4273.48	3626.15	3322.24	3803.17		2732.91	2068.52	2954.91
NSMCE3	3958.98	4024.45	4378.32	4873.2	7379.67	5546.29	6184.86	5908.96		6014.52	6967.28	6681.52	5538.12	5130.23	5017.14	5558.88
NSMCE4A	5703.57	6579.99	6024.13	6432.52	8438.43	8079.83	8239.46	8259.84	3105.73	4083.34	3089.97	3587.86	2791.53	2580.61	2249.54	4201.39
NSUN2	23418	21273.7	19483.7	17086.3	23481.8	25610.3	24675.2	24287.1	19975.6	19280	17535.5	19116.2	23766.9	23174.7	21715.8	23196.8
NSUN4									2110.73	4290.41	3032.01			6253.07	2874.78	2913.36
NSUN5	3573.69	3273.6	3282.12	3340.51	7065.58	6822.87	8207.86	7798.97	5639.61	4894.29	3571.12	4642.07	5497.46	5841.83	5573.11	6258.32
NSUN6		4282.84	2932.14	3014.59	5404.13	4765.19	5688.94	4656.95					4238.92	5464.89		2624.71
NT5C	7511.64	6764.39	6265.11	8438.84	14229.9	14140.3	11951.8	12924.8	7820.27	6833.87	9139.81	9289.45	12019.3	7735.6	6730.21	6430.64
NT5C2	10539.7	10560.7	11801.7	10017.6	10539.6	9411.6	10043.8	9602.85	13609.5	15027	14910.5	13018.4	11846.6	13391.6	11542.8	13276.1
NT5C3A	10260.9	8537.58	7095.87	5202.76	8191.17	6495.29	9049.46	7511.7	7823.23	9383.05	7841.6	7425.17	10376.1	8502.16	6883.15	7412.17
NT5C3B	7062.82	7967.72	16313.7	7381.93	10138.2	11734.3	12272.7	13416.7	14224.2		2733.12		7065.59	4096.1	3124.13	3756.44
NT5DC1	6801.13	6877.67	5471.77	6983.66	19865.6	24570.3	20846.2	23530.5	14483.2	11326.2	11553	12302.8	8143.15	8005.38	6776.48	6912.88
NT5DC2	40525.4	38580.1	46027.4	38183.5	46903	43740.5	40944.3	43404.4	35767.2	32893	24793.5	28566.1	22809.5	27470.4	20390.4	21229
NT5DC3	8412.91	9957.85	7988.09	9602.08	10432	9641.33	11343.4	11376.4		2546.98	2299.59	3008.65		3982.28	1749.39	3090.04
NT5E	18198.8	22086	18237.8	26348.2	20881.9	18819.1	20358	22708.5	7274.26	24214.4						
NTAN1	5426.71	5554.12	4926.43	6016.24	3944.32	3017.96	3967.48	3712.16	11256.1	12831.8	12664.1	12106.3	5929.27	4876.03	5465.33	5262.72
NTM	2520.97	4397.37	4929.76	5713.48	662.076	1491.57		760.265								
NTMT1	14964.4	16238.9	14459.7	16988.1	19635.7	20336.2	21051.5	20669.6	12893.5	10952.5	10923.4	15166.8	12289.6	10578.7	10142.1	10955.2
NTPCR	15914.7	21493.8	22337.1	19848.2	27247.3	26896.8	25005.8	29241.8	16879.4	19697.6	17191.3	19707.6	17067.8	15800.3	15668.3	13589.3
NUB1	9165.86	7981.66	7267.15	7393.88	6450.86	7018.69	8084.6	6230.68	6964.37	6869.1	6568.32	8043.92	13265	10199.2	8934.04	9787.77
NUBP1	9317.03	7235.92	6319.96	8632.95	12911.3	14776.9	12961	10775.6	19371.3	17140.9	17665.9	17722.9	18866.8	19514	18950.4	19017.3
NUBP2	6761.71	5476.41	7336.87	6680.01	9201	9845.27	10116.8	10885	11970.5	12310.2	7793.38	12667.3	10700.1	10815	8411.98	8280.72
NUBPL	2630.43	2779.14	4054.37	2418.27	3071.85	2919.81	2587.66	2580.92	3093.3	3311.57	3551.84	3728.67	3047.38	3239.24	2368.88	3329.65
NUCB1	96418.6	102980	123268	93297.4	13320.2	12152	15704.9	12456.7	66234.8	65592.4	64182.4	69478.9	61427.9	66204.3	59274.9	64929.7
NUCB2	72903.8	64816.9	63511.5	75347.9	23166.7	26800.7	34510.3	33893	23074	21049.3	19273.7	21077.8	15473.4	16219.7	13079.2	15949.3
NUCKS1	137868	153013	121030	148996	144902	133760	157067	146074	160967	123133	90543.8	128187	125055	103568	106936	106016
NUDC	52587.3	63249.6	63001.3	64418.9	66191.1	78486.4	73580.6	71215.3	54494.3	62735.2	51422.2	52303.8	61239.3	58111	54650.4	54179.9
NUDCD1	14033.8	13953.9	10203.3	13482.7	19860.8	21428	19544.3	21626.3	10540.8	10623.5	11002.5	10941.4	11850.1	11669.7	10914.2	12034.2
NUDCD2	21785.6	32755.2	21484.8	30181.8	32286.3	45771.8	32078.7	34212.3	31660.8	27933.3	27835.7	33118	34412.3	23885.7	33738.8	37128.3
NUDCD3	17957.6	15076	12462.2	16509.9	10309.4	11081.3	10775.7	11299.6	7273.9	9636.83	8647.65	10022.8	7813.13	6495.3	7058.52	6343.52
NUDT1	7749.92	9994.56	13357.4	11040	7431.91	10294.7	8621.24	8396.66	16352.8	22113.2	18120.8	14222.3	8961.02	10802.4	10095.2	7879.68
NUDT11	5567.42	9244.97	8373.94	6390.11		1012.56	4496.03	2707.78								
NUDT12	709.826	884.731	784.109	612.836	1135.84	2075.13	1008.45	1485.59	2154.65	1515.04	2230.88	1307.05	2561.4	768.727	1536.79	1479.81
NUDT14									7106.52	6502.6	7344.83	7085.75	6993.07	8163.48	7170.68	9133.31
NUDT15	1998.18	2411.12	2044.97	2381.97	2019.38	3247.88	1754.15	1627.61	3145.44	2938.83	3221.47		2395.5	2375.86	2087.2	2417.48
NUDT16	29219	26024.5	22481.5	22926	24446.3	27999.5	22376.2	26127.2	30275.5	26816.6	28941	34639	24125.7	28166.4	24630.5	19995.2
NUDT16L1	7785.57	6275.7	7163.14	7307.07	8455.52	8034.63	6687.11	7963.35	5980.97	5003.39	5140.6	5261.74	7322.01	5701.64	6112.68	5944.5
NUDT18	5324.15	5091.11	3942.97	4275.5		3762.81	3180.62	4106.29	6073	5021.05	6629.65	6661.21	6820.53	5772.79	5333.71	6092.28
NUDT19	3028.67	1967.92	3472.29	2797.81	22595.9	8817.69	8241.12		14662.9	12720.3	18182	13251.8	13126.4	11753.9	14813.6	13374.6
NUDT2	12446.6	12577.9	6429.48	11535.3	14052.7	13725.2	11231.4	9951.5	15180.1	8988.07	6645.98	14678.1	15887.2	16338.2	17474.1	13261.6
NUDT21	23780.6	32495.3	54904.2	25226.1	73816.4	28191	56782.6	75015.3	55102.1	78013.8	68104	47638	56655	72459.1	81155.5	56408.1
NUDT3	27040.2	29047.1	27751.4	26468.2	20285	24964.6	26236.9	21781.4	34787.5	40004.7	30146	40189.8	31990.7	32450.2	32039.3	30045.4
NUDT4	17889.3	14349.6	11253.5	15065.4	13904.7	10760.6	11988.5	13973.9	7348.92	5888.22	6547.3	7150.51	6240.96	5626.84	6722.42	5845.97
NUDT4B	3648.02	3548.6	3426.15	4947.13	2190.3	2508.36	2365.54	3725.84		1435.96		1409.64		1425.12	1396.56	862.276
NUDT5	52995.7	55683.3	58356	51702.5	59013.1	77453.7	64204.2	70149	133141	138950	126944	141062	90773.9	102427	99067	106583
NUDT8									1657.72	2347.67	1645.5	1715.45	1305.57	1133.39	949.654	950.365
NUDT9	9366.37	8887.01	9686.77	9428.34	9097.61	9510.93	6934.82	7663.8	14735.8	13748.1	13699.3	13566	13057.3	13150.5	14994.3	14054.3
NUF2	4065.18	3236.03	3414.22	3781.6	6512.62	5148.05	4656.05	5499.67	3082.03	2946.24	3569.58	3400.94			1307.84	
NUFIP2	14894.8	15883.9	14058.3	14585.4	16028.1	14018.6	16757.6	17212.8	11666.9	10991.2	10694.5	10276.4	9586.91	8222.06	9506.44	11736.2
NUMA1	36704.9	36645.6	37866.3	37008.8	76916.5	74630.8	71289.8	74064.3	38598.1	39557.5	34068	41962.8	42596.5	39838.5	37673.4	40407.8
NUMB	12152.9	13790	9519.73	13555	9558.74	7560.19	7865.82	7092.48	10891.6	11964.5	12382	10697.4	15391.1	13693.5	16325.3	14290.4
NUMBL	27113.1	30634.8	26110.4	31990.8	6910.44	7650.79	6611.17	6290.89								
NUP107	24741.4	23893.9	23475.6	23557.2	29635.6	28937.5	34434	33988.6	24113.2	26202.9	23567.4	25852.5	29446.3	25848.1	25972.7	26220
NUP133	17165.8	17184	17603.5	16625.1	20224.8	21091.9	20551.4	20963.8	17556.9	16424.5	18474.9	19076.7	19737.2	19386	21244.5	21316.9
NUP153	15961.2	14367.5	14403.6	15030.1	21787.6	22016.7	23064.3	21724.7	14420.9	12226.2	13159.7	14049.9	14852.6	13812.9	13895.5	14606.9
NUP155	15291.6	15825.9	14544.9	14971.9	17310.9	20327.5	16234	15375.4	15929.6	14667	14846.9	17044.3	18251.6	17853.8	19375.5	18244.4
NUP160	15943.3	15082.8	14734.5	13106.6	20059.6	22020.4	19519.1	21476.4	18197.6	20313.8	16906	18551.9	20094.1	19815	20099	19093.4
NUP188	9059.77	9609.16	9218.84	9997.25	12066.7	12079.2	12405	12762	9803.05	8864.63	7531.92	8574.88	9863.32	9914.55	8755.05	9370.44
NUP205	17684	15518.3	16010	15339.4	22777.9	21841.5	19747.4	19341.6	21357	19253.9	19570.6	21773.2	24454.7	21098	22565.4	22805.3
NUP210	4575.54		2925.42	14888.3	97558.6	124462	108338	120756	49600.2	46402.9	44338	45795.1	48141.9	56468.2	48949.4	48617.2
NUP214	38158.1	36107.3	36310.7	37643.1	44032.8	42254.4	43730.2	42121.7	29112.2	28393.1	25930.7	30180.5	36451.2	30638	29228.5	32102
NUP35	11314.2	12864.7	16551.1	14557.9	14128.1	19676.3	16505.6	8120.3	16892.3	14190.2	16712	16421.9	20867.4	20402.6	19413.9	17703.2
NUP37	13558.8	13072.2	10350.7	12667.6	15751.4	17925.2	12770	14270.8	14166	11114.7	13389.5	16820.2	14652.9	13997	12739	13591.1
NUP42	12994	14124	8924.97	14185.4	13776.3	15772.3	16678.9	14054.9	14037.8	12144.7				11099.6	10537.8	11413.8
NUP43	14780.5	13192.2	13942.6	13841.2	19940.2	19774.9	16999	15959.1	13813.2	12529.4	13087.7	13937.2	14096	11460.3	12436.2	12606.2
NUP50	9049.29	7674.46	8693.58	7904.23	15580.9	16236.4	15960.3	16722.1	10436.8	10237.2	9112.39	11007.4	9961.37	9488.27	9495.37	9182.58
NUP54	30420.1	27810.7	27129.3	28398.9	34756	33002.7	30716.8	33815.6	33141.6	27401.2	27459.9	32659.9	31380.8	29578.7	31443.2	32238.2
NUP58	10397	12246.4	11911.1	11478.1	8912.56	11186.4	11405.4	11285.5	10754.4	10401.8	8824.01	9425.6	12147.8	10163.7	9099.14	10486.6
NUP62	34676.9	35340.5	40560.4	36619.1	36104.9	35693.2	36474.5	35593.3	30769.5	39093.7	30581.5	34190.3	33147.9	44916.1	40902.2	37892
NUP85	13936	14305.9	13707.2	13470	28168.7	21933.1	22015.6	22574	20197.9	19948.5	18756.7	21522.8	19466.2	19249	20342.5	19029.8
NUP88	25828.5	21407.6	19994.9	17568.7	23384.7	24514.3	23619	21200	17281.4	14246.9	18303.2	21874.3	22176.1	19401.4	19000.6	20949.3
NUP93	145919	121128	107125	123444	149239	158422	150109	150634	123852	99891.1	108270	126916	129266	111674	117692	121886
NUP98	37226.4	35227.2	36361.5	35612.1	49210.8	48696.8	47491.9	48398.7	46622.2	38193	41757.7	47418.3	49432	48343.3	50478	47385.5
NUSAP1	2847.82			3690.32	10698.3	11224.1	7513.81	13677.5	2773.17	4541.49		6436.91				
NUTF2	347180	372688	284058	386843	199748	215079	196787	181103	186725	173081	163557	246154	179402	161433	166067	170573
NVL	4885.47	5087.25	4097.46	4252.52	3657.94	3690.43	3419.16	3841.11	4298.2	2775.78	3376.11		4582.09	3796.12	3576.47	3500.41
NXF1	16669.7	15281.8	14440.2	15390	19709.2	20165.1	18122.2	22318	14862.7	12974.5	12147	13169.1	15656.4	15645	14515.3	14709.5
NXN	40131.9	40200.6	37023.4	40045.2		2369.8			12049.3	11891.6	12369.7	13456.1	6205.15	8202.93	5566.34	6387.15
NYNRIN	3214.45	3304.09	3038.17	2814.13						1211.01	1885.38					
OARD1	5179.65	4817.48	3980.14	2971.81	9943.47	11654.2	9290.26	8704.57	11045.1	6945.21	6884.86	10758	7919.83	7235.24	6999.9	6441.34
OAS1		14121.5				8074.33	15749.5	9965.7	17796.1	12401.6	49801	34885.9	15642.7	10053.2	11982.3	17176.7
OAS2	5129.57	4368.71	5654.33	2558.58	8155.52	5146.1		5893.97	83589.7	85834.6	86868	96577.5	20234.9	18685.3	17904.2	21414.1
OAS3	12893.1	14551.7	9049.05	14679.8	36260.4	39340	31037.4	37355.4	111333	122242	120363	141942	71621.2	69854.2	64120.9	67827.4
OASL					3236.1			3584.91	6199.13	4151.43	4564.37	6041.22	7579.2	4805.16	3759.58	4348.37
OAT	75249.2	82738.8	88360.9	78493.9	47881	52034.7	51533.8	50322.5	28216.5	30013.6	26804.5	26609.9	27668.9	33526.5	27470.1	28601.3
